name,season,competition,nation,position,team,age,year_born,matches,starts,minutes,full_games,goals,assists,G+A,non-PK_goals,PK_goals,PK_att,yellow_cards,red_cards,xG,xG_nonpenalty,xGnp+xGA,xGA,progressive_carries,progressive_passes
Reiss Nelson,24/25,Premier League,ENG,FW,Arsenal,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Reiss Nelson,24/25,Premier League,ENG,FW,Fulham,24,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,2.1,1.0,45,35
Neto,24/25,Premier League,BRA,GK,Bournemouth,35,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Pedro Neto,24/25,Premier League,POR,FW,Chelsea,24,2000,35,24,"2,269",25.2,4,6,10,4,0,0,8,0,3.5,3.5,10.2,6.7,126,60
Eddie Nketiah,24/25,Premier League,ENG,"FW,MF",Crystal Palace,25,1999,29,9,"1,034",11.5,3,1,4,3,0,0,6,1,5.8,5.8,7.4,1.7,41,19
Christopher Nkunku,24/25,Premier League,FRA,FW,Chelsea,26,1997,27,9,921,10.2,3,2,5,3,0,0,2,0,4.8,4.8,6.9,2.1,17,25
Gustavo Nunes,24/25,Premier League,BRA,"FW,MF",Brentford,18,2005,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0
Matheus Nunes,24/25,Premier League,POR,"DF,MF",Manchester City,25,1998,26,19,"1,674",18.6,1,6,7,1,0,0,4,0,1.2,1.2,5.6,4.4,63,79
Darwin Núñez,24/25,Premier League,URU,FW,Liverpool,25,1999,30,8,"1,133",12.6,5,2,7,5,0,0,8,0,5.8,5.8,7.1,1.3,23,27
Ethan Nwaneri,24/25,Premier League,ENG,"FW,MF",Arsenal,17,2007,26,11,895,9.9,4,2,6,4,0,0,1,0,1.2,1.2,2.4,1.2,46,33
Christian Nørgaard,24/25,Premier League,DEN,MF,Brentford,30,1994,34,34,"2,819",31.3,5,4,9,5,0,0,8,1,4.3,4.3,5.6,1.3,14,154
Jake O'Brien,24/25,Premier League,IRL,DF,Everton,23,2001,20,17,"1,571",17.5,2,0,2,2,0,0,5,0,0.8,0.8,1.3,0.6,7,50
Matt O'Riley,24/25,Premier League,DEN,MF,Brighton,23,2000,21,11,938,10.4,2,2,4,1,1,1,1,0,2.8,2.0,4.4,2.4,22,38
Dara O'Shea,24/25,Premier League,IRL,DF,Ipswich Town,25,1999,35,35,"3,122",34.7,0,2,2,0,0,0,6,0,1.3,1.3,1.8,0.5,3,80
Chidozie Obi-Martin,24/25,Premier League,DEN,FW,Manchester Utd,16,2007,7,1,165,1.8,0,0,0,0,0,0,1,0,0.7,0.7,0.7,0.0,2,1
Wilson Odobert,24/25,Premier League,FRA,"FW,MF",Tottenham,19,2004,16,9,850,9.4,1,0,1,1,0,0,0,0,1.6,1.6,2.6,1.0,45,27
Chiedozie Ogbene,24/25,Premier League,IRL,FW,Ipswich Town,27,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0
Caleb Okoli,24/25,Premier League,ITA,DF,Leicester City,23,2001,19,12,"1,125",12.5,1,0,1,1,0,0,4,0,0.6,0.6,0.6,0.0,3,32
Robin Olsen,24/25,Premier League,SWE,GK,Aston Villa,34,1990,4,1,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Amadou Onana,24/25,Premier League,BEL,MF,Aston Villa,22,2001,26,20,"1,617",18.0,3,0,3,3,0,0,4,0,2.1,2.1,2.8,0.7,29,75
André Onana,24/25,Premier League,CMR,GK,Manchester Utd,28,1996,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1
Paul Onuachu,24/25,Premier League,NGA,FW,Southampton,30,1994,25,11,"1,050",11.7,4,1,5,4,0,0,4,0,3.6,3.6,4.1,0.5,7,13
Frank Onyeka,24/25,Premier League,NGA,MF,Brentford,26,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1
Lewis Orford,24/25,Premier League,ENG,MF,West Ham,18,2006,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Stefan Ortega,24/25,Premier League,GER,GK,Manchester City,31,1992,13,12,"1,100",12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0
William Osula,24/25,Premier League,DEN,FW,Newcastle Utd,20,2003,14,0,134,1.5,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.1,5,4
Dango Ouattara,24/25,Premier League,BFA,FW,Bournemouth,22,2002,32,21,"2,005",22.3,7,4,11,7,0,0,3,0,8.4,8.4,13.8,5.5,79,43
Nico O’Reilly,24/25,Premier League,ENG,DF,Manchester City,19,2005,9,6,528,5.9,2,0,2,2,0,0,0,0,1.3,1.3,1.6,0.4,16,17
Alex Palmer,24/25,Premier League,ENG,GK,Ipswich Town,27,1996,13,13,"1,170",13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1
Cole Palmer,24/25,Premier League,ENG,"MF,FW",Chelsea,22,2002,37,36,"3,191",35.5,15,8,23,11,4,5,7,0,17.3,13.3,24.2,10.9,120,214
Emerson Palmieri,24/25,Premier League,ITA,DF,West Ham,29,1994,31,26,"2,113",23.5,2,1,3,2,0,0,5,0,2.0,2.0,3.4,1.5,47,66
Lucas Paquetá,24/25,Premier League,BRA,"MF,FW",West Ham,26,1997,33,27,"2,380",26.4,4,0,4,2,2,2,10,0,5.3,3.7,6.8,3.1,26,155
Thomas Partey,24/25,Premier League,GHA,"MF,DF",Arsenal,31,1993,35,31,"2,797",31.1,4,2,6,4,0,0,4,0,2.3,2.3,4.3,2.1,36,185
Nathan Patterson,24/25,Premier League,SCO,DF,Everton,22,2001,10,3,347,3.9,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.4,6,13
Andreas Pereira,24/25,Premier League,BRA,MF,Fulham,28,1996,33,25,"2,013",22.4,2,4,6,2,0,1,7,0,3.8,3.0,7.6,4.6,29,104
Ricardo Pereira,24/25,Premier League,POR,DF,Leicester City,30,1993,10,4,388,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.0,3,18
Kalvin Phillips,24/25,Premier League,ENG,MF,Ipswich Town,28,1995,19,14,"1,237",13.7,0,0,0,0,0,0,6,1,0.4,0.4,0.7,0.2,4,51
Jaden Philogene Bidace,24/25,Premier League,ENG,"FW,MF",Aston Villa,22,2002,11,2,332,3.7,0,0,0,0,0,0,4,1,0.5,0.5,0.8,0.3,7,4
Jaden Philogene Bidace,24/25,Premier League,ENG,"FW,DF",Ipswich Town,22,2002,10,5,474,5.3,2,0,2,2,0,0,1,0,2.0,2.0,2.2,0.2,13,10
Jordan Pickford,24/25,Premier League,ENG,GK,Everton,30,1994,38,38,"3,420",38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0
Ethan Pinnock,24/25,Premier League,JAM,DF,Brentford,31,1993,22,21,"1,913",21.3,2,0,2,2,0,0,2,0,1.1,1.1,2.3,1.2,3,41
Daniel Podence,24/25,Premier League,POR,"MF,FW",Wolves,28,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2
Alfie Pond,24/25,Premier League,ENG,DF,Wolves,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Nick Pope,24/25,Premier League,ENG,GK,Newcastle Utd,32,1992,28,28,"2,520",28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1
Pedro Porro,24/25,Premier League,ESP,DF,Tottenham,24,1999,33,28,"2,610",29.0,2,6,8,2,0,0,5,0,1.6,1.6,6.6,5.0,65,154
Jarell Quansah,24/25,Premier League,ENG,DF,Liverpool,21,2003,13,4,495,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.1,3,19
Hákon Rafn Valdimarsson,24/25,Premier League,ISL,GK,Brentford,22,2001,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Aaron Ramsdale,24/25,Premier League,ENG,GK,Southampton,26,1998,30,30,"2,700",30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0
Jacob Ramsey,24/25,Premier League,ENG,"FW,MF",Aston Villa,23,2001,29,19,"1,623",18.0,1,3,4,1,0,0,4,1,1.6,1.6,3.9,2.3,61,68
Marcus Rashford,24/25,Premier League,ENG,"FW,MF",Manchester Utd,26,1997,15,12,978,10.9,4,1,5,4,0,0,2,0,1.7,1.7,3.8,2.1,20,21
Marcus Rashford,24/25,Premier League,ENG,FW,Aston Villa,26,1997,10,4,444,4.9,2,2,4,1,1,1,0,0,3.1,2.3,4.5,2.3,22,13
David Raya,24/25,Premier League,ESP,GK,Arsenal,28,1995,38,38,"3,420",38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,14
Harrison Reed,24/25,Premier League,ENG,MF,Fulham,29,1995,12,0,108,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.1,1,4
Remy Rees-Dottin,24/25,Premier League,ENG,FW,Bournemouth,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sergio Reguilón,24/25,Premier League,ESP,DF,Tottenham,27,1996,4,1,196,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.0,5,13
Vitor Reis,24/25,Premier League,BRA,DF,Manchester City,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Chadi Riad,24/25,Premier League,MAR,DF,Crystal Palace,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7
Declan Rice,24/25,Premier League,ENG,MF,Arsenal,25,1999,35,33,"2,825",31.4,4,7,11,4,0,0,7,1,3.5,3.5,10.1,6.6,90,192
Chris Richards,24/25,Premier League,USA,DF,Crystal Palace,24,2000,24,22,"1,922",21.4,1,0,1,1,0,0,4,1,1.4,1.4,1.5,0.1,6,39
Richarlison,24/25,Premier League,BRA,FW,Tottenham,27,1997,15,4,504,5.6,4,1,5,4,0,0,2,0,3.7,3.7,4.6,0.9,8,11
Andrew Robertson,24/25,Premier League,SCO,DF,Liverpool,30,1994,33,29,"2,482",27.6,0,1,1,0,0,0,3,1,1.2,1.2,5.8,4.6,64,176
Antonee Robinson,24/25,Premier League,USA,DF,Fulham,26,1997,36,35,"3,167",35.2,0,10,10,0,0,0,8,0,0.7,0.7,4.9,4.2,118,131
Jay Robinson,24/25,Premier League,ENG,"MF,FW",Southampton,17,2007,4,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,3,1
Rodri,24/25,Premier League,ESP,MF,Manchester City,28,1996,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4
Guido Rodríguez,24/25,Premier League,ARG,MF,West Ham,30,1994,23,16,"1,149",12.8,0,1,1,0,0,0,6,0,0.2,0.2,0.4,0.2,4,33
Mads Roerslev,24/25,Premier League,DEN,DF,Brentford,25,1999,19,11,"1,101",12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.2,3.0,17,51
Morgan Rogers,24/25,Premier League,ENG,"FW,MF",Aston Villa,22,2002,37,37,"3,114",34.6,8,10,18,8,0,0,10,0,6.6,6.6,14.4,7.8,114,123
Cristian Romero,24/25,Premier League,ARG,DF,Tottenham,26,1998,18,18,"1,416",15.7,1,0,1,1,0,0,3,0,1.6,1.6,2.2,0.6,12,71
Georginio Rutter,24/25,Premier League,FRA,"MF,FW",Brighton,22,2002,28,19,"1,656",18.4,5,3,8,5,0,0,2,0,4.6,4.6,7.1,2.5,42,67
José Sá,24/25,Premier League,POR,GK,Wolves,31,1993,29,29,"2,609",29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2
Bukayo Saka,24/25,Premier League,ENG,"FW,MF",Arsenal,22,2001,25,20,"1,729",19.2,6,10,16,5,1,1,3,0,6.8,6.0,13.7,7.6,96,70
Mohamed Salah,24/25,Premier League,EGY,FW,Liverpool,32,1992,38,38,"3,371",37.5,29,18,47,20,9,9,1,0,25.2,18.2,32.4,14.2,154,144
William Saliba,24/25,Premier League,FRA,DF,Arsenal,23,2001,35,35,"3,039",33.8,2,0,2,2,0,0,2,1,2.3,2.3,3.1,0.9,16,138
Robert Sánchez,24/25,Premier League,ESP,GK,Chelsea,26,1997,32,32,"2,880",32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1
Jadon Sancho,24/25,Premier League,ENG,FW,Chelsea,24,2000,31,19,"1,764",19.6,3,4,7,3,0,0,2,0,2.2,2.2,5.8,3.7,102,90
Ibrahim Sangaré,24/25,Premier League,CIV,MF,Nott'ham Forest,26,1997,13,7,590,6.6,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,1,27
Pablo Sarabia,24/25,Premier League,ESP,"MF,FW",Wolves,32,1992,23,7,814,9.0,3,2,5,3,0,0,3,0,2.9,2.9,4.6,1.8,15,60
Jeremy Sarmiento,24/25,Premier League,ECU,MF,Brighton,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Ismaila Sarr,24/25,Premier League,SEN,MF,Crystal Palace,26,1998,38,30,"2,711",30.1,8,6,14,8,0,0,4,0,10.7,10.7,19.2,8.5,75,85
Sávio,24/25,Premier League,BRA,"FW,MF",Manchester City,20,2004,29,21,"1,766",19.6,1,8,9,1,0,0,3,0,5.0,5.0,11.9,6.9,137,67
Oliver Scarles,24/25,Premier League,ENG,"DF,FW",West Ham,18,2005,15,7,665,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.1,12,22
Dane Scarlett,24/25,Premier League,ENG,"FW,MF",Tottenham,20,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.0,1,1
Kevin Schade,24/25,Premier League,GER,FW,Brentford,22,2001,38,26,"2,293",25.5,11,2,13,11,0,0,3,0,8.2,8.2,11.9,3.7,61,38
Fabian Schär,24/25,Premier League,SUI,DF,Newcastle Utd,32,1991,34,33,"2,934",32.6,4,0,4,4,0,0,9,1,3.7,3.7,4.1,0.4,18,118
Jeffrey Schlupp,24/25,Premier League,GHA,"MF,DF",Crystal Palace,31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.2,4,5
Alex Scott,24/25,Premier League,ENG,MF,Bournemouth,20,2003,20,8,755,8.4,0,0,0,0,0,0,3,0,0.7,0.7,1.6,0.9,15,52
Matz Sels,24/25,Premier League,BEL,GK,Nott'ham Forest,32,1992,38,38,"3,420",38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.4,0.4,1,2
Nélson Semedo,24/25,Premier League,POR,DF,Wolves,30,1993,34,32,"2,886",32.1,0,4,4,0,0,0,8,0,0.9,0.9,3.7,2.8,67,80
Antoine Semenyo,24/25,Premier League,GHA,FW,Bournemouth,24,2000,37,36,"3,203",35.6,11,5,16,11,0,0,9,0,10.0,10.0,15.8,5.8,140,109
Marcos Senesi,24/25,Premier League,ARG,DF,Bournemouth,27,1997,17,13,"1,106",12.3,0,0,0,0,0,0,5,0,0.8,0.8,1.1,0.2,12,62
Ryan Sessegnon,24/25,Premier League,ENG,"FW,DF",Fulham,24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,2.7,1.1,18,22
Luke Shaw,24/25,Premier League,ENG,DF,Manchester Utd,29,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,7,24
Zain Silcott-Duberry,24/25,Premier League,MSR,FW,Bournemouth,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Bernardo Silva,24/25,Premier League,POR,"MF,FW",Manchester City,29,1994,33,29,"2,670",29.7,4,4,8,4,0,0,7,0,3.9,3.9,9.0,5.1,101,134
Jota Silva,24/25,Premier League,POR,"FW,MF",Nott'ham Forest,24,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,2.1,2.1,5.0,2.9,21,18
Eric da Silva Moreira,24/25,Premier League,GER,"MF,DF",Nott'ham Forest,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0
Jahmai Simpson-Pusey,24/25,Premier League,ENG,DF,Manchester City,18,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3
Luis Sinisterra,24/25,Premier League,COL,"FW,MF",Bournemouth,25,1999,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,2.6,1.4,19,6
Oliver Skipp,24/25,Premier League,ENG,MF,Leicester City,23,2000,24,10,"1,129",12.5,0,0,0,0,0,0,8,0,0.4,0.4,0.6,0.3,16,35
William Smallbone,24/25,Premier League,IRL,MF,Southampton,24,2000,18,6,690,7.7,1,0,1,1,0,0,1,0,0.6,0.6,1.3,0.7,5,27
Adam Smith,24/25,Premier League,ENG,DF,Bournemouth,33,1991,25,19,"1,590",17.7,0,0,0,0,0,0,7,0,0.7,0.7,1.1,0.4,15,49
Emile Smith Rowe,24/25,Premier League,ENG,MF,Fulham,24,2000,34,25,"2,043",22.7,6,3,9,6,0,0,3,0,4.5,4.5,6.0,1.4,53,126
Dominic Solanke,24/25,Premier League,ENG,FW,Tottenham,26,1997,27,25,"2,201",24.5,9,3,12,8,1,1,0,0,10.9,10.1,13.1,2.9,31,47
Carlos Soler,24/25,Premier League,ESP,"MF,FW",West Ham,27,1997,31,14,"1,409",15.7,1,1,2,1,0,0,6,0,1.8,1.8,3.2,1.4,17,56
Julio Soler,24/25,Premier League,ARG,"DF,FW",Bournemouth,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Ramón Sosa,24/25,Premier League,PAR,"FW,MF",Nott'ham Forest,24,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,1.0,1.0,1.5,0.5,12,6
Tomáš Souček,24/25,Premier League,CZE,MF,West Ham,29,1995,35,30,"2,567",28.5,9,1,10,9,0,0,8,0,6.7,6.7,7.8,1.0,9,74
Boubakary Soumaré,24/25,Premier League,FRA,MF,Leicester City,25,1999,31,25,"2,171",24.1,0,0,0,0,0,0,8,0,0.3,0.3,0.7,0.4,34,105
Djed Spence,24/25,Premier League,ENG,DF,Tottenham,23,2000,25,19,"1,792",19.9,1,2,3,1,0,0,4,1,0.6,0.6,2.3,1.8,59,105
Jay Stansfield,24/25,Premier League,ENG,MF,Fulham,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jason Steele,24/25,Premier League,ENG,GK,Brighton,33,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jack Stephens,24/25,Premier League,ENG,DF,Southampton,30,1994,19,17,"1,389",15.4,1,0,1,1,0,0,2,2,0.6,0.6,0.7,0.2,14,63
Raheem Sterling,24/25,Premier League,ENG,"FW,MF",Arsenal,29,1994,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,1.9,0.5,27,18
Ross Stewart,24/25,Premier League,SCO,FW,Southampton,28,1996,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,1.1,0.0,3,2
Jakub Stolarczyk,24/25,Premier League,POL,GK,Leicester City,23,2000,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1
John Stones,24/25,Premier League,ENG,"DF,MF",Manchester City,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.5,0.1,10,21
Jørgen Strand Larsen,24/25,Premier League,NOR,FW,Wolves,24,2000,35,30,"2,587",28.7,14,4,18,14,0,0,4,0,10.3,10.3,13.3,3.0,17,29
Yukinari Sugawara,24/25,Premier League,JPN,"DF,MF",Southampton,24,2000,30,16,"1,557",17.3,1,1,2,1,0,0,4,0,0.5,0.5,2.7,2.2,33,72
Kamaldeen Sulemana,24/25,Premier League,GHA,"FW,MF",Southampton,22,2002,26,17,"1,402",15.6,1,1,2,1,0,0,2,0,1.5,1.5,2.5,1.0,63,27
Crysencio Summerville,24/25,Premier League,NED,"FW,MF",West Ham,22,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,3.3,1.7,29,18
Sammie Szmodics,24/25,Premier League,IRL,"FW,MF",Ipswich Town,28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,3.4,3.4,3.6,0.2,16,19
Dominik Szoboszlai,24/25,Premier League,HUN,MF,Liverpool,23,2000,36,29,"2,491",27.7,6,6,12,6,0,0,6,0,7.3,7.3,14.7,7.4,72,131
Matt Targett,24/25,Premier League,ENG,DF,Newcastle Utd,28,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
James Tarkowski,24/25,Premier League,ENG,DF,Everton,31,1992,33,33,"2,922",32.5,1,1,2,1,0,0,6,0,1.3,1.3,4.2,2.9,9,75
Marcus Tavernier,24/25,Premier League,ENG,"FW,MF",Bournemouth,25,1999,29,20,"1,939",21.5,3,5,8,3,0,0,6,0,5.5,5.5,9.5,4.0,53,128
Charlie Taylor,24/25,Premier League,ENG,DF,Southampton,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9
Jack Taylor,24/25,Premier League,IRL,MF,Ipswich Town,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,1.3,0.5,11,43
Mathys Tel,24/25,Premier League,FRA,FW,Tottenham,19,2005,13,11,911,10.1,2,1,3,1,1,1,2,0,3.0,2.2,4.7,2.6,28,21
Kenny Tete,24/25,Premier League,NED,DF,Fulham,28,1995,22,21,"1,774",19.7,0,2,2,0,0,0,5,0,1.4,1.4,2.3,0.9,34,63
Thiago,24/25,Premier League,BRA,"FW,MF",Brentford,23,2001,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,3,4
Luke Thomas,24/25,Premier League,ENG,DF,Leicester City,23,2001,14,13,"1,110",12.3,0,0,0,0,0,0,3,0,0.4,0.4,0.9,0.5,5,37
Youri Tielemans,24/25,Premier League,BEL,MF,Aston Villa,27,1997,36,35,"3,026",33.6,3,7,10,3,0,1,4,0,3.3,2.5,9.5,7.0,39,235
Kieran Tierney,24/25,Premier League,SCO,"DF,FW",Arsenal,27,1997,13,2,259,2.9,1,0,1,1,0,0,0,0,0.4,0.4,1.7,1.4,8,15
Jurriën Timber,24/25,Premier League,NED,DF,Arsenal,23,2001,30,27,"2,417",26.9,1,3,4,1,0,0,7,0,1.2,1.2,2.1,0.8,57,146
Jean-Clair Todibo,24/25,Premier League,FRA,DF,West Ham,24,1999,27,20,"1,825",20.3,0,0,0,0,0,0,3,0,0.4,0.4,0.4,0.0,9,38
Harry Toffolo,24/25,Premier League,ENG,DF,Nott'ham Forest,28,1995,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2
Takehiro Tomiyasu,24/25,Premier League,JPN,DF,Arsenal,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0,1
Sandro Tonali,24/25,Premier League,ITA,MF,Newcastle Utd,24,2000,36,28,"2,630",29.2,4,2,6,4,0,0,5,0,4.4,4.4,6.6,2.2,37,128
Pau Torres,24/25,Premier League,ESP,DF,Aston Villa,27,1997,24,23,"2,020",22.4,0,0,0,0,0,0,2,0,0.5,0.5,0.6,0.1,40,97
Conor Townsend,24/25,Premier League,ENG,DF,Ipswich Town,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8
Adama Traoré,24/25,Premier League,ESP,"FW,MF",Fulham,28,1996,36,18,"1,772",19.7,2,7,9,2,0,0,3,0,4.0,4.0,8.9,4.9,100,68
Boubacar Traoré,24/25,Premier League,MLI,MF,Wolves,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Mark Travers,24/25,Premier League,IRL,GK,Bournemouth,25,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Ryan Trevitt,24/25,Premier League,ENG,MF,Brentford,21,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Kieran Trippier,24/25,Premier League,ENG,DF,Newcastle Utd,33,1990,25,14,"1,309",14.5,0,3,3,0,0,0,1,0,0.1,0.1,1.5,1.4,26,117
Leandro Trossard,24/25,Premier League,BEL,FW,Arsenal,29,1994,38,28,"2,546",28.3,8,7,15,8,0,0,4,1,7.2,7.2,13.3,6.1,80,101
Kostas Tsimikas,24/25,Premier League,GRE,DF,Liverpool,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.4,0.4,2.5,2.1,17,76
Axel Tuanzebe,24/25,Premier League,COD,DF,Ipswich Town,26,1997,22,20,"1,710",19.0,0,1,1,0,0,0,5,1,0.2,0.2,0.5,0.3,10,61
Destiny Udogie,24/25,Premier League,ITA,DF,Tottenham,21,2002,25,24,"1,924",21.4,0,1,1,0,0,0,2,0,0.3,0.3,1.8,1.5,54,121
Manuel Ugarte Ribeiro,24/25,Premier League,URU,MF,Manchester Utd,23,2001,29,22,"1,785",19.8,1,2,3,1,0,0,11,0,1.0,1.0,2.1,1.1,16,61
Lesley Ugochukwu,24/25,Premier League,FRA,MF,Southampton,20,2004,26,18,"1,655",18.4,1,1,2,1,0,0,7,0,0.9,0.9,1.9,1.0,29,49
Enes Ünal,24/25,Premier League,TUR,"FW,MF",Bournemouth,27,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,3.1,0.4,4,12
Virgil van Dijk,24/25,Premier League,NED,DF,Liverpool,33,1991,37,37,"3,330",37.0,3,1,4,3,0,0,5,0,2.2,2.2,3.0,0.7,22,198
Jamie Vardy,24/25,Premier League,ENG,FW,Leicester City,37,1987,35,35,"2,823",31.4,9,4,13,8,1,2,5,0,11.2,9.6,12.6,3.0,29,22
Renato Veiga,24/25,Premier League,POR,"DF,MF",Chelsea,21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.0,4,7
Joël Veltman,24/25,Premier League,NED,DF,Brighton,32,1992,21,19,"1,697",18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.9,0.5,32,85
Micky van de Ven,24/25,Premier League,NED,DF,Tottenham,23,2001,13,12,"1,015",11.3,0,2,2,0,0,0,4,0,0.6,0.6,1.7,1.2,8,51
Bart Verbruggen,24/25,Premier League,NED,GK,Brighton,21,2002,36,36,"3,240",36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2
Jannik Vestergaard,24/25,Premier League,DEN,DF,Leicester City,31,1992,18,16,"1,391",15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.1,3,32
Guglielmo Vicario,24/25,Premier League,ITA,GK,Tottenham,27,1996,24,24,"2,160",24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1
Carlos Vinícius,24/25,Premier League,BRA,"MF,FW",Fulham,29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0
Kyle Walker,24/25,Premier League,ENG,DF,Manchester City,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.4,12,64
Kyle Walker-Peters,24/25,Premier League,ENG,DF,Southampton,27,1997,33,33,"2,918",32.4,0,2,2,0,0,0,5,0,0.8,0.8,3.6,2.8,114,139
